UIN,Grid Number,Batch Number,Description/Shape,Size,Glaze Type,Kiln,Material,Condition,Weight,Decoration Exterior,Decoration Interior,Qty,Remarks,Image,Box Label,Highlight
464,E16,B082,Bowl,Small,B&W,Jingdezhen,Porcelain,Shard,7,Leaves,,1,,464-IMG_3812.jpg464-IMG_3813.jpg,,
467,E16,B082,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,130,Lotus panels,Peony?,1,,467-IMG_3783.jpg467-IMG_3782.jpg,,
474,E16,B082,Vase,,B&W,Jingdezhen,Porcelain,Shard,21,Lotus panels scroll floral panels,,1,Faceted,474-E16-B082-Blue-and-white-DSC_2534.jpg,,
487,E16,B082,Vase,Large?,B&W,Jingdezhen,Porcelain,Shard,35,Lotus panels lotus,,1,,487-IMG_3816.jpg487-IMG_3817.jpg,,✓
504,E16,B082,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base shard,346,Lotus panels,Ducks in lotus pond,1,,504-IMG_3720.jpg504-IMG_3719.jpg,,✓
529,E15,B061,Bowls,,B&W,Jingdezhen,Porcelain,Shards,48,,,4,,529-E15-B061-Blue-and-white-DSC_2777.jpg529-E15-B061-Blue-and-white-DSC_2778.jpg,,
539,E15,B063,Vases,,B&W,Jingdezhen,Porcelain,Shards,31,,,3,,539-IMG_4537.jpg539-E15-B063-Blue-and-white-DSC_2802.jpg,,
540,F15,B064,Bowls,Small,B&W,Jingdezhen,Porcelain,Bases,189,,Lotus bouquet,2,,540-IMG_4384.jpg540-IMG_4383.jpg,,
543,E15,B061,Vase?,,B&W,Jingdezhen,Porcelain,Shard,148,Dragon & phoenix,,1,,543-IMG_3942.jpg543-IMG_3943.jpg,,✓
554,E15,B061,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,356,,Ducks in lotus pond,1,,554-E15-B061-Blue-and-white-DSC_2869.jpg554-E15-B061-Blue-and-white-DSC_2870.jpg,,
562,E15,B061,Vases,,B&W,Jingdezhen,Porcelain,Shards,20,,,2,,562-E15-B061-Blue-and-whiteDSC_2894.jpg562-E15-B061-Blue-and-whiteDSC_2895.jpg,,
578,E16,B089,Vase,,B&W,Jingdezhen,Porcelain,Shard,28,Panels,,1,Faceted,578--IMG_4879.jpg578-IMG_4880.jpg,,
579,F15,B064,Vase,,B&W,Jingdezhen,Porcelain,,152,Lotus panels scroll,,1,,579-F15-B064-Blue-and-white-Large-Jar-DSC_2952.jpg579-F15-B064-Blue-and-white-Large-Jar-DSC_2953.jpg,,
589,E15,B047,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base shard,334,Lotus panels,Ducks in lotus pond,1,,589-IMG_3917.jpg589-IMG_3918.jpg,,✓
590,E15,B047,Vase,,R&W,Jingdezhen,Porcelain,Shard,3,,,1,,590-E15-B047-Underglaze-Copper-Red-DSC_3256.jpg590-E15-B047-Underglaze-Copper-Red-DSC_3255.jpg,,✓
591,E15,B048,Bowls,Medium,B&W,Jingdezhen,Porcelain,Bases,356,Lotus panels,Ducks in lotus pond,3,,591-IMG_4249.jpg591-IMG_4248.jpg,,
593,E14,B049,Bowls,,B&W,Jingdezhen,Porcelain,Rim shards,8,Scroll,,2,,593-E14-B049-Blue-and-white-DSC_3278.jpg593-E14-B049-Blue-and-white-DSC_3277.jpg,,
602,E15,B052,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,273,Lotus panels,Ducks in lotus pond,1,,602-E15-B052-Blue-and-white-DSC_3308.jpg602-E15-B052-Blue-and-white-DSC_3307.jpg,,
607,E15,B048,Guan?,,B&W,Jingdezhen,Porcelain,Shard,50,,,1,Coral encrusted,607-E15-B048-Blue-and-white-DSC_3326.jpg607-E15-B048-Blue-and-white-DSC_3327.jpg,,
615,E15,B048,Bowls,,B&W,Jingdezhen,Porcelain,Shards,34,,,2,,615-E15-B048-Blue-and-white-DSC_3365.jpg615-E15-B048-Blue-and-white-DSC_3363.jpg,,
627,E15,B052,Bowls,Medium & small,B&W,Jingdezhen,Porcelain,Bases,250,Lotus panels,Ducks in lotus pond,2,Eroded,627-E15-B052-Blue-and-white-DSC_3415.jpg627-E15-B052-Blue-and-white-DSC_3417.jpg,,
632,E15,B056,Vase,,B&W,Jingdezhen,Porcelain,Shard,16,Lotus,,1,,632-E15-B056-Blue-and-white-DSC_3436.jpg632-E15-B056-Blue-and-white-DSC_3437.jpg,,
644,E15,B060,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base shard,81,,Ducks in lotus pond,1,,644-E15-B060-Blue-and-white-DSC_3492.jpg644-E15-B060-Blue-and-white-DSC_3491.jpg,,
655,E16,B088,Vase,,B&W,Jingdezhen,Porcelain,Shard,9,,,1,,655-IMG_4883.jpg655-IMG_4884.jpg,,
661,E16,B081,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,227,,,1,,661-P7064460.jpg661-P7064458.jpg,,✓
666,G12,B059,Bowl,Medium,B&W,Jingdezhen,Porcelain,Rim shard,50,Lotus panels scroll,Scroll,1,,666-G12-B059-Blue-and-white-DSC_3543.jpg666-G12-B059-Blue-and-white-DSC_3544.jpg,,
673,E15,B057,Bowl,,B&W,Jingdezhen,Porcelain,Shard,23,Lotus panels,Fungus?,1,,673-E15-B057-Blue-and-white-DSC_3561.jpg673-E15-B057-Blue-and-white-DSC_3560.jpg,,
699,E15,B058,Vase,Large?,B&W,Jingdezhen,Porcelain,Shard,32,Lotus panels lotus scroll,,1,,699-IMG_4026.jpg699-IMG_4160.jpg,,
707,E15,B057,Guan,,B&W,Jingdezhen,Porcelain,Shard,122,Chrysanthemum lotus scroll,,1,,707-E15-B057-Blue-and-white-Jar-Large-Special-DSC_3659.jpg707-E15-B057-Blue-and-white-Jar-Large-Special-DSC_3660.jpg,,✓
708,E15,B057,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,132,,Dragon,1,,708-E15-B057-Blue-and-white-Pattern-Dragon-DSC_3662.jpg708-E15-B057-Blue-and-white-Pattern-Dragon-DSC_3661.jpg,,✓
720,E15,B057,Guan?,,B&W,Jingdezhen,Porcelain,Shard,41,Lotus panels,,1,,720-E15-B057-Blue-and-white-Jar-Large-Special-DSC_3712.jpg720-E15-B057-Blue-and-white-Jar-Large-Special-DSC_3711.jpg,,✓
731,E15,B058,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,344,Lotus panels,Ducks in lotus pond,1,,731-E15-B058-Blue-and-white-DSC_3751.jpg731-E15-B058-Blue-and-white-DSC_3750.jpg,,
732,E15,B058,Guan,,B&W,Jingdezhen,Porcelain,Shard,464,Peony,,1,,732-E15-B058-Blue-and-white-Jar-Large-Special-DSC_3753.jpg732-E15-B058-Blue-and-white-Jar-Large-Special-DSC_3752.jpg,,✓
739,E15,B063,Guan,,B&W,Jingdezhen,Porcelain,Shard,147,Peony,,1,Faceted,739-E15-B063-Blue-and-white-Jar-Large-Octagen-Special-DSC_3774.jpg739-E15-B063-Blue-and-white-Jar-Large-Octagen-Special-DSC_3773.jpg,,✓
742,E18,B101,Stem bowl,,B&W,Jingdezhen,Porcelain,Stem shard,36,Banding,,1,,742-IMG_4361.jpg742-IMG_4362.jpg,,
743,E18,B101,Dish,Medium,B&W,Jingdezhen,Porcelain,Shard,119,Lotus panels,Lotus pond,1,,743-IMG_1332.jpg743-IMG_1333.jpg,,
744,E18,B101,Bowl,Small,B&W,Jingdezhen,Porcelain,Bases,83,,Lotus bouquet,1,Shufu shape,744-IMG_4570.jpg744-IMG_4571.jpg,,
745,E18,B101,Guan,Large,B&W,Jingdezhen,Porcelain,Base shard,308,Peony,,1,,745-IMG_1336.jpg745-IMG_1337.jpg,,✓
750,E18,B102,Vase,Medium,B&W,Jingdezhen,Porcelain,Shard,98,Waves dragon reverse decorated carved,,1,,750-IMG_1349.jpg750-IMG_1348.jpg750-IMG_1405.jpg750-IMG_1404.jpg750-IMG_1406.jpg,,✓
751,E18,B102,Vase,Medium,B&W,Jingdezhen,Porcelain,Base shard,87,,Lotus panels,1,,751-IMG_1350.jpg751-IMG_1351.jpg,,
752,E18,B102,Bowl,Small,B&W,Jingdezhen,Porcelain,Base shard,50,,Hares,1,A pair dark and light,752-IMG_1353.jpg752-IMG_1352.jpg,,✓
753,E18,B102,Cover,Small,B&W,Jingdezhen,Porcelain,Cover shard,7,,,1,Dome shaped,753-IMG_1354.jpg753-IMG_1355.jpg,,✓
756,E18,B102,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,237,Lotus panels,Ducks in lotus pond,1,,756-IMG_4296.jpg756-IMG_4295.jpg,,
757,E18,B102,Cup,Small,B&W,Jingdezhen,Porcelain,Base shard,14,,Chrysanthemum,1,,757-IMG_4354.jpg757-IMG_4353.jpg,,
758,D13,B012,Bowl,,B&W,Jingdezhen,Porcelain,Shard,29,Lotus panels,Lotus pond,1,,758-IMG_4424.jpg758-IMG_4425.jpg,,
760,D11,B036,Bowls,,B&W,Jingdezhen,Porcelain,Shards,68,,,9,,760-IMG_4325.jpg,,
761,E11,B041,Bowls,Medium &  small,B&W,Jingdezhen,Porcelain,Bases,286,Lotus panels,Lotus bouquet,2,,761-IMG_4185.jpg761-IMG_4184.jpg,,
762,E11,B041,Guan,Large,B&W,Jingdezhen,Porcelain,Shard,402,Melons and vines,,1,Luted at base,762-IMG_1372.jpg762-IMG_1373.jpg,,✓
763,E20,B115,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,239,Lotus panels,Dragon,1,,763-IMG_1375.jpg763-IMG_1374.jpg,,✓
764,E20,B115,Bowls,,B&W,Jingdezhen,Porcelain,Shards,18,,,3,,764-IMG_1376.jpg764-IMG_1377.jpg,,
765,E20,B115,Vase,,B&W,Jingdezhen,Porcelain,Shard,3,,,1,,765-IMG_1379.jpg765-IMG_1378.jpg,,✓
766,D11,B036,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,122,,Double phoenix,1,,766-IMG_1380.jpg766-IMG_1381.jpg,,✓
767,E20,B114,Vase,,B&W,Jingdezhen,Porcelain,Shard,32,Bird scroll,,1,Not phoenix,767-IMG_4421.jpg767-IMG_4420.jpg,,
768,E20,B114,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,93,,Lotus bouquet,1,Shufu shape,768-IMG_4308.jpg768-IMG_4307.jpg,,
769,E20,B111,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,212,Lotus panels,Ducks in lotus pond,1,,769-IMG_1386.jpg769-IMG_1387.jpg,,
770,E20,B111,Bowl,Medium,B&W,Jingdezhen,Porcelain,Two thirds intact,288,Lotus panels,Ducks in lotus pond,1,,770-IMG_1388.jpg770-IMG_1389.jpg,,✓
771,E11,B040,Bowls,Medium &  small,B&W,Jingdezhen,Porcelain,Bases,261,Lotus panels,Ducks in lotus pond,2,,771-IMG_4181.jpg771-IMG_4180.jpg,,
773,E11,B040,Ewer?,,B&W,Jingdezhen,Porcelain,Handle shard?,8,Scroll,,1,,773-IMG_4243.jpg773-IMG_4242.jpg,,
774,E23,B145,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,215,Lotus panels,Ducks in lotus pond,1,,774-IMG_1397.jpg774-IMG_1396.jpg,,
776,E23,B145,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,100,Lotus panels,Phoenix,1,Tail only,776-IMG_4404.jpg776-IMG_4405.jpg,,
778,C11,B034,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base shard,136,Lotus panels,Lotus,1,,778-IMG_1409.jpg778-IMG_1408.jpg778-IMG_1407.jpg,,
779,C11,B034,Vase,,B&W,Jingdezhen,Porcelain,Shard,25,,Chrysanthemum,1,Faceted?,779-IMG_1411.jpg779-IMG_1410.jpg,,
780,C11,B034,Bowls,,B&W,Jingdezhen,Porcelain,Shards,67,,,10,,780-IMG_1415.jpg780-IMG_1414.jpg,,
782,E12,B019,Vase,,B&W,Jingdezhen,Porcelain,Neck shard,32,Panels scroll,,1,Faceted luted cobalt fused,782-IMG_1424.jpg782-IMG_1423.jpg,,
783,E12,B019,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,83,,Duck?,1,,783-IMG_1425.jpg783-IMG_1426.jpg,,✓
785,E12,B019,Jarlet,Small,B&W,Jingdezhen,Porcelain,Shard,10,Applique beaded ribs,,1,,785-IMG_1429.jpg785-IMG_1430.jpg,,
787,E12,B019,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,51,Lotus panels,Ducks in lotus pond,1,,787-IMG_4560.jpg787-IMG_4561.jpg,,
790,E12,B021,Guan?,,B&W,Jingdezhen,Porcelain,Shard,129,Lotus panels with symbols,,1,,790-IMG_1441.jpg790-IMG_1440.jpg,,
793,E12,B021,Vase,,B&W,Jingdezhen,Porcelain,Shard,6,,,1,Faceted,793-IMG_4547.jpg793-IMG_4546.jpg,,
794,E12,B020,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,200,Lotus panels,Dragon,1,3 claw,794-IMG_1447.jpg794-IMG_1448.jpg,,✓
795,E12,B020,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,112,,Lotus bouquet?,1,,795-IMG_4287.jpg795-IMG_4288.jpg,,
796,E12,B020,Bowl,,B&W,Jingdezhen,Porcelain,Shard,39,Lotus panels,Peony?,1,,796-IMG_4208.jpg796-IMG_4209.jpg,,
797,E13,B018,Vases,,B&W,Jingdezhen,Porcelain,Shards,91,Phoenix peony,,2,Guan left?,797-IMG_1453.jpg797-IMG_1454.jpg,,
799,E16,B076,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,202,Lotus panels,Ducks in lotus pond,1,,799-IMG_1458.jpg799-IMG_1457.jpg,,
801,E16,B076,Vase,,B&W,Jingdezhen,Porcelain,Shard,13,Lotus petals,,1,,801-IMG_4166.jpg801-IMG_4167.jpg,,
802,E12,B019,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,280,Lotus panels,Lotus bouquets,1,,802-IMG_1464.jpg802-IMG_1463.jpg,,
804,E13,B018,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,124,,Peony?,1,,804-IMG_1467.jpg804-IMG_1468.jpg,,
806,E13,B018,Bowls,,B&W,Jingdezhen,Porcelain,Shards,48,,,5,,806-IMG_4266.jpg806-IMG_4265.jpg,,
811,E16,B080,Vase,Medium,B&W,Jingdezhen,Porcelain,Shard,13,Dragon,,1,Cross-hatched scales,811-IMG_1484.jpg811-IMG_1483.jpg,,✓
812,E16,B080,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,89,,Lotus bouquet,1,,812-IMG_1485.jpg812-IMG_1486.jpg,,
813,E16,B080,Vases,,B&W,Jingdezhen,Porcelain,Shards,73,Lotus panels,,3,,813-IMG_4262.jpg813-IMG_4261.jpg,,
814,E20,B116,Bowl,Small,B&W,Jingdezhen,Porcelain,Base shard,64,Lotus panels,Lotus,1,,814-IMG_1491.jpg814-IMG_1490.jpg,,
815,E20,B119,Vase,,B&W,Jingdezhen,Porcelain,Shard,16,Lotus panels scroll,,1,Faceted?,815-IMG_1492.jpg815-IMG_1493.jpg,,
816,E23,B145,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,276,Lotus panels,Ducks in lotus pond,1,,816-IMG_1494.jpg816-IMG_1495.jpg,,
817,E23,B145,Bowls,,B&W,Jingdezhen,Porcelain,Shards,89,Lotus panels petals,Scroll,2,,817-IMG_1497.jpg817-IMG_1496.jpg,,
818,E20,B114,Vase,,B&W,Jingdezhen,Porcelain,Shard,16,Berries,,1,,818-IMG_4413.jpg818-IMG_4412.jpg,,
819,E16,B074,Flask,Large,B&W,Jingdezhen,Porcelain,Shard,283,Lotus waves,,1,Cobalt fused interior glazed,819-IMG_1503.jpg819-IMG_1502.jpg,,✓
820,E16,B080,Vase?,,B&W,Jingdezhen,Porcelain,Base shard,41,,,1,Flat base,820-IMG_4576.jpg820-IMG_4577.jpg,,
821,D15,B007,Vase,,B&W,Jingdezhen,Porcelain,Shard,14,,,1,Faceted,821-IMG_4543.jpg821-IMG_4542.jpg,,
822,D15,B007,Guan?,,B&W,Jingdezhen,Porcelain,Shard,96,Ruyi lappets with floral scroll,,1,,822-IMG_1510.jpg822-IMG_1509.jpg,,
826,E23,B144,Vase,,B&W,Jingdezhen,Porcelain,Neck shard,13,Lotus,,1,Interior glazed at top,826-IMG_1518.jpg826-IMG_1517.jpg,,
827,E23,B144,Dish,,B&W,Jingdezhen,Porcelain,Rim shard,3,,,1,Faceted,827-IMG_1520.jpg827-IMG_1519.jpg,,✓
828,E23,B144,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,152,Lotus panels,Ducks in lotus pond,1,,828-IMG_1522.jpg828-IMG_1521.jpg,,
829,E23,B144,Vase,,B&W,Jingdezhen,Porcelain,Shard,24,Lotus scrolls,,1,,829-IMG_4372.jpg829-IMG_4371.jpg,,
830,E20,B116,Bowl,,B&W,Jingdezhen,Porcelain,Shard,12,,Lotus,1,,830-IMG_1526.jpg830-IMG_1525.jpg,,
831,E16,B079,Bowl,Medium,B&W,Jingdezhen,Porcelain,Shards,334,Lotus panels,Ducks in lotus pond,1,,831-IMG_4196.jpg831-IMG_4197.jpg,,
832,E16,B079,Vase,,B&W,Jingdezhen,Porcelain,Shard,63,,Phoenix,1,,832-IMG_1529.jpg832-IMG_1530.jpg,,✓
833,E16,B079,Guan?,,B&W,Jingdezhen,Porcelain,Shard,89,,Grape vine?,1,,833-IMG_1531.jpg833-IMG_1532.jpg,,
834,E16,B079,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base shard,367,,,1,Excellent cond glaze,834-IMG_1533.jpg834-IMG_1534.jpg,,✓
835,E16,B077,Bowl,Medium &  small,B&W,Jingdezhen,Porcelain,Bases,315,Lotus panels,Ducks in lotus pond,2,,835-IMG_1535.jpg835-IMG_1536.jpg,,
841,E16,B077,Vases,,B&W,Jingdezhen,Porcelain,Shards,74,Lotus panels,,3,,841-IMG_4368.jpg841-IMG_4367.jpg,,
842,E15,B052,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,867,Lotus panels,Ducks in lotus pond,1,Coral encrusted,842-IMG_1549.jpg842-IMG_1550.jpg,,
843,E15,B052,Vase,,B&W,Jingdezhen,Porcelain,Shard,28,Lotus pond scroll,,1,,843-IMG_4284.jpg843-IMG_4283.jpg,,
844,E20,B115,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,244,Lotus panels,Ducks in lotus pond,1,,844-IMG_1554.jpg844-IMG_1553.jpg,,
845,E20,B115,Bowls,,B&W,Jingdezhen,Porcelain,Shards,95,,,2,,845-IMG_1556.jpg845-IMG_1555.jpg,,
846,D13,B010,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,161,,Dragon,1,Cross-hatched scales,846-IMG_1558.jpg846-IMG_1557.jpg,,✓
850,D13,B010,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,77,,Lotus bouquet,1,,850-IMG_4332.jpg850-IMG_4331.jpg,,
851,E16,B076,Vase,,B&W,Jingdezhen,Porcelain,Shard,45,Ruyi lappet with waves,,1,,851-IMG_1567.jpg851-IMG_1568.jpg,,✓
852,E15,B054,Bowl,Medium,B&W,Jingdezhen,Porcelain,Bases,307,Lotus panels,Ducks in lotus pond,2,,852-IMG_1570.jpg852-IMG_1569.jpg,,
853,E15,B054,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,106,,Double vajra,1,,853-IMG_1572.jpg853-IMG_1571.jpg,,✓
854,E15,B054,Stem cup,Small,B&W,Jingdezhen,Porcelain,Base,61,,Chrysanthemum,1,,854-IMG_1575.jpg854-IMG_1574.jpg854-IMG_1573.jpg,,✓
855,E15,B054,Vases,,B&W,Jingdezhen,Porcelain,Shards,27,,,2,,855-IMG_4271.jpg855-IMG_4272.jpg,,
856,E16,B075,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,194,Lotus panels,Ducks in lotus pond,1,,856-IMG_1579.jpg856-IMG_1578.jpg,,
857,E16,B075,Vase,,B&W,Jingdezhen,Porcelain,Base shard,38,Frett work lotus panels,,1,Octagonal,857-IMG_1580.jpg857-IMG_1581.jpg857-IMG_1582.jpg,,✓
858,E16,B075,Vase,,R&W,Jingdezhen,Porcelain,Shard,23,,,1,,858-IMG_1584.jpg858-IMG_1585.jpg,,✓
862,E16,B075,Stem cup?,,B&W,Jingdezhen,Porcelain,Shard,5,Leaves,,1,,862-IMG_4221.jpg862-IMG_4222.jpg,,
864,E20,B114,Dish,Medium,B&W,Jingdezhen,Porcelain,Base,362,Lotus panels,Double phoenix,1,original dia ~36 cm,864-IMG_1596.jpg864-IMG_1597.jpg864-IMG_1598.jpg,,✓
866,E20,B112,Guan,Large,B&W,Jingdezhen,Porcelain,Base shard,733,Peony,,1,Luted base eroded,866-IMG_1602.jpg866-IMG_1601.jpg,,✓
867,F12,B053,Jarlet,Small,B&W,Jingdezhen,Porcelain,Mouth and shoulder,55,Applique beaded ribs,,1,Ear handles,867-IMG_1604.jpg867-IMG_1605.jpg867-IMG_1603.jpg,,✓
870,E11,B050,Cover,Small,B&W,Jingdezhen,Porcelain,Shard,2,Panels?,,1,,870-IMG_1610.jpg870-IMG_1611.jpg,,
871,E16,B079,Ewer,,B&W,Jingdezhen,Porcelain,Handle shard,22,Scroll,,1,,871-IMG_1612.jpg871-IMG_1613.jpg,,✓
872,E16,B078,Vase,,B&W,Jingdezhen,Porcelain,Shard,44,Vines?,,1,,872-IMG_1615.jpg872-IMG_1614.jpg,,
873,E16,B073,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,156,,Dragon,1,Eroded,873-IMG_1616.jpg873-IMG_1617.jpg,,✓
874,G11,B051,Bowls,,B&W,Jingdezhen,Porcelain,Shards,109,,,4,,874-IMG_1619.jpg874-IMG_1618.jpg,,
875,D11,B035,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,214,Lotus panels,Ducks in lotus pond,1,,875-IMG_4341.jpg875-IMG_4342.jpg,,
878,D11,B035,Cup?,Small,B&W,Jingdezhen,Porcelain,Shard,5,,,1,,878-IMG_4399.jpg878-IMG_4398.jpg,,
879,E16,B078,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,307,Lotus panels,Ducks in lotus pond,1,,0879-IMG_3644.jpg0879-IMG_3643.jpg,,
880,E16,B078,Bowls,,B&W,Jingdezhen,Porcelain,Shards,31,Lotus,Chrysanthemum,5,,880-IMG_1631.jpg880-IMG_1632.jpg,,
881,E16,B078,Vases,,B&W,Jingdezhen,Porcelain,Shards,190,,,10,,881-IMG_1634.jpg881-IMG_1633.jpg,,
884,D13,B010,Vases,,B&W,Jingdezhen,Porcelain,Shards,23,Lotus panels dragon,,2,Cross-hatched scales,884-IMG_1662.jpg884-IMG_1661.jpg,,
885,C15,B004,Vase,,B&W,Jingdezhen,Porcelain,Shard,15,Lotus panels,,1,,885-IMG_1664.jpg885-IMG_1663.jpg,,
886,E16,B074,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,162,Lotus panels,Lotus pond,1,Eroded,886-IMG_1665.jpg886-IMG_1666.jpg,,
887,E16,B2?,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,341,Lotus panels,Herons in lotus pond,1,,887-IMG_1667.jpg887-IMG_1668.jpg,,✓
888,E16,B077,Dish,Medium,B&W,Jingdezhen,Porcelain,Intact,236,Chrysanthemum scroll,Phoenix Chrysanthemum scroll,1,Rim chipped,888-IMG_1669.jpg888-IMG_1670.jpg,,✓
889,E16,B5?,Bowl,Medium,B&W,Jingdezhen,Porcelain,Rim to base,217,Lotus panels lotus scroll,Fungus scroll crysanthemum,1,Archaeologically intact,889-IMG_1672.jpg889-IMG_1671.jpg889-IMG_1673.jpg,,✓
890,E16,B5?,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,89,,Lotus bouquet,1,Shufu shape?,890-IMG_1674.jpg890-IMG_1675.jpg,,
891,E16,B5?,Bowls,,B&W,Jingdezhen,Porcelain,Shards,128,,,7,,891-IMG_1677.jpg891-IMG_1676.jpg,,
892,E16,B073,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,255,Lotus panels,Ducks in lotus pond,1,,892-IMG_1678-copy.jpg892-IMG_1679.jpg,,
893,E16,B073,Vase,,B&W,Jingdezhen,Porcelain,Shard,13,Lotus panels scroll,,1,Faceted,893-IMG_4231.jpg893-IMG_4230.jpg,,
894,E16,B004?,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,219,Lotus panels,Ducks in lotus pond,1,,894-IMG_4276.jpg894-IMG_4275.jpg,,
895,E16,B004?,Vase,,B&W,Jingdezhen,Porcelain,Shard,9,Dragon? lotus panels,,1,,895-IMG_4174.jpg895-IMG_4175.jpg,,
898,E16,B074,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,322,Lotus panels,Ducks in lotus pond,1,,898-IMG_1690.jpg898-IMG_1691.jpg,,
899,E16,B074,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,122,,Chrysanthemum,1,,899-IMG_4202.jpg899-IMG_4203.jpg,,
900,E16,B074,Vases,,B&W,Jingdezhen,Porcelain,Shards,54,Phoenix,,3,,900-IMG_4270.jpg900-IMG_4269.jpg,,
902,E16,B081,Bowls,,B&W,Jingdezhen,Porcelain,Shards,178,,,5,,902-IMG_1700.jpg902-IMG_1701.jpg,,
903,E16,B4?,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,415,Lotus panels,Ducks in lotus pond,1,,903-IMG_1702.jpg903-IMG_1703.jpg,,
904,E16,B4?,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,182,Lotus panels,Ducks in lotus pond,1,,904-IMG_1705.jpg904-IMG_1704.jpg,,
905,E16,B4?,Vases,,B&W,Jingdezhen,Porcelain,Shards,79,,,4,,905-IMG_1706.jpg905-IMG_1707.jpg,,
906,E16,B004?,Bowls,,B&W,Jingdezhen,Porcelain,Shards,72,,,3,,906-IMG_1708.jpg906-IMG_1709.jpg,,
914,E16,B081,Bowl,Large,B&W,Jingdezhen,Porcelain,Half intact,1150,Lotus panels peony scroll,Ducks in lotus pond double,1,,914-IMG_1724.jpg914-IMG_1725.jpg,,✓
915,E16,B5?,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,251,Lotus panels,Dragon,1,4 claws,915-IMG_1727.jpg915-IMG_1726.jpg,,✓
916,E16,B5?,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,181,Lotus panels,Ducks in lotus pond,1,Coral encrusted,916-IMG_1729.jpg916-IMG_1728.jpg,,
917,E16,B5?,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,386,Lotus panels,Pair of birds clouds,1,Cobalt diffused fluffy necks,917-IMG_1731.jpg917-IMG_1730.jpg,,✓
918,E16,B5?,Bowl,Medium,B&W,Jingdezhen,Porcelain,Bases,444,Lotus panels,Ducks in lotus pond,2,,918-IMG_1733.jpg918-IMG_1732.jpg,,
919,E16,B081,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,281,Lotus panels,Dragon,1,4 claw,919-IMG_1735.jpg919-IMG_1736.jpg,,✓
920,E16,B081,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,294,Lotus panels,Lotus bouquet plain band floral scroll,1,,920-IMG_1738.jpg920-IMG_1737.jpg,,✓
921,E16,B081,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,111,,Lotus,1,,921-IMG_1739.jpg921-IMG_1740.jpg,,
922,E16,B081,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,180,,Ducks in lotus pond,1,,922-IMG_4162.jpg922-IMG_4163.jpg,,
923,E16,B081,Bowls,,B&W,Jingdezhen,Porcelain,Shards,72,,,4,,923-IMG_1744.jpg923-IMG_1743.jpg,,
